:START_ID,:END_ID,:TYPE
Airtame,Consumer,SECTOR
OpenWeb,Media,SECTOR
Swyft,Logistics,SECTOR
Coinbase,Crypto,SECTOR
Redfin,Real Estate,SECTOR
Compass,Real Estate,SECTOR
Sami,Healthcare,SECTOR
Breathe,Healthcare,SECTOR
Hunty,HR,SECTOR
TIFIN,Crypto,SECTOR
BlockFi,Crypto,SECTOR
Wave Sports and Entertainment,Media,SECTOR
Studio,Education,SECTOR
Crypto.com,Crypto,SECTOR
FarEye,Logistics,SECTOR
Berlin Brands Group,Retail,SECTOR
Sanar,Healthcare,SECTOR
Freetrade,Finance,SECTOR
Albert,Finance,SECTOR
OneTrust,Security,SECTOR
Stitch Fix,Retail,SECTOR
Daniel Wellington,Retail,SECTOR
Convoy,Logistics,SECTOR
Hologram,Infrastructure,SECTOR
Boozt,Retail,SECTOR
The Grommet,Retail,SECTOR
Stashaway,Finance,SECTOR
Preply,Education,SECTOR
Sonder,Travel,SECTOR
Kavak,Transportation,SECTOR
Truepill,Healthcare,SECTOR
iPrice Group,Retail,SECTOR
Cazoo,Transportation,SECTOR
Cazoo,Transportation,SECTOR
Rupeek,Finance,SECTOR
Lummo,Marketing,SECTOR
Bird,Transportation,SECTOR
ID.me,Security,SECTOR
KiwiCo,Retail,SECTOR
Clearco,Finance,SECTOR
Dutchie,Other,SECTOR
Eruditus,Education,SECTOR
Afterverse,Consumer,SECTOR
Superhuman,Consumer,SECTOR
Food52,Food,SECTOR
Carbon Health,Healthcare,SECTOR
Favo,Food,SECTOR
PolicyGenius,Finance,SECTOR
Yojak,Construction,SECTOR
Envato,Marketing,SECTOR
Gemini,Crypto,SECTOR
Stord,Logistics,SECTOR
Gather,Consumer,SECTOR
Shef,Food,SECTOR
IRL,Consumer,SECTOR
TomTom,Transportation,SECTOR
Cybereason,Security,SECTOR
Udayy,Education,SECTOR
2TM,Crypto,SECTOR
Curve,Finance,SECTOR
Loom,Product,SECTOR
Skillshare,Education,SECTOR
Impala,Travel,SECTOR
Eaze,Consumer,SECTOR
Playtika,Consumer,SECTOR
Replicated,Infrastructure,SECTOR
Tomo,Finance,SECTOR
Getta,Transportation,SECTOR
BookClub,Education,SECTOR
SWVL,Transportation,SECTOR
Mobile Premier League,Consumer,SECTOR
SumUp,Finance,SECTOR
FrontRow,Education,SECTOR
Daloopa,Data,SECTOR
Uncapped,Finance,SECTOR
VTEX,Retail,SECTOR
Bitso,Crypto,SECTOR
Foodpanda,Food,SECTOR
Dazn,Consumer,SECTOR
Lacework,Security,SECTOR
Bolt,Finance,SECTOR
PeerStreet,Finance,SECTOR
Kontist,Finance,SECTOR
Nuri,Finance,SECTOR
Coterie Insurance,Finance,SECTOR
Gorillas,Food,SECTOR
Zenius,Education,SECTOR
The Zebra,Finance,SECTOR
Klarna,Finance,SECTOR
PayPal,Finance,SECTOR
Buenbit,Crypto,SECTOR
BeyondMinds,Data,SECTOR
ClickUp,Other,SECTOR
Airtime,Consumer,SECTOR
MFine,Healthcare,SECTOR
Latch,Security,SECTOR
Outside,Media,SECTOR
Skillz,Consumer,SECTOR
Cars24,Transportation,SECTOR
Vedantu,Education,SECTOR
Netflix,Media,SECTOR
Kry,Healthcare,SECTOR
Picsart,Consumer,SECTOR
Zak,Food,SECTOR
AliExpress Russia,Retail,SECTOR
Thirty Madison,Healthcare,SECTOR
CommonBond,Finance,SECTOR
Zwift,Fitness,SECTOR
Section4,Education,SECTOR
DataRobot,Data,SECTOR
Carvana,Transportation,SECTOR
Doma,Finance,SECTOR
Pollen,Travel,SECTOR
Latch,Security,SECTOR
Vroom,Transportation,SECTOR
Reef,Transportation,SECTOR
divvyDOSE,Healthcare,SECTOR
Vedantu,Education,SECTOR
Mural,Product,SECTOR
On Deck,Education,SECTOR
SEND,Food,SECTOR
Colossus,Energy,SECTOR
Cameo,Consumer,SECTOR
Mainstreet,Finance,SECTOR
Ideoclick,Retail,SECTOR
Vise,Finance,SECTOR
Avo,Food,SECTOR
Noom,Healthcare,SECTOR
Domestika,Education,SECTOR
Netflix,Media,SECTOR
Wahoo Fitness,Fitness,SECTOR
Robinhood,Finance,SECTOR
Bonsai,Retail,SECTOR
Clyde,Marketing,SECTOR
Xiaohongshu,Consumer,SECTOR
Facily,Retail,SECTOR
Lemonade,Finance,SECTOR
Blend,Finance,SECTOR
QuintoAndar,Real Estate,SECTOR
Loft,Real Estate,SECTOR
Humble,Media,SECTOR
Ahead,Healthcare,SECTOR
Rad Power Bikes,Transportation,SECTOR
Meesho,Retail,SECTOR
Food52,Food,SECTOR
Unacademy,Education,SECTOR
Goodfood,Food,SECTOR
Workrise,Energy,SECTOR
BitMEX,Crypto,SECTOR
Legible,Media,SECTOR
Lightico,Finance,SECTOR
Sea,Retail,SECTOR
Rasa,Data,SECTOR
Gopuff,Food,SECTOR
Thinkific,Education,SECTOR
Furlenco,Retail,SECTOR
Storytel,Media,SECTOR
Curology,Healthcare,SECTOR
Trell,Retail,SECTOR
Knock,Real Estate,SECTOR
Better.com,Real Estate,SECTOR
Adaptive Biotechnologies,Healthcare,SECTOR
Hyperscience,Data,SECTOR
WeDoctor,Healthcare,SECTOR
Wish,Retail,SECTOR
OKCredit,Finance,SECTOR
Lido,Education,SECTOR
Virgin Hyperloop,Transportation,SECTOR
Trustly,Finance,SECTOR
Liv Up,Food,SECTOR
Homie,Real Estate,SECTOR
Hopin,Other,SECTOR
Daily Harvest,Food,SECTOR
Peloton,Fitness,SECTOR
Rhino,Real Estate,SECTOR
Gopuff,Food,SECTOR
Glossier,Consumer,SECTOR
Root Insurance,Finance,SECTOR
Delivery Hero,Food,SECTOR
Better.com,Real Estate,SECTOR
BitTitan,Data,SECTOR
Zillow,Real Estate,SECTOR
InVision,Product,SECTOR
Zymergen,Other,SECTOR
Treehouse,Education,SECTOR
Tanium,Security,SECTOR
Flockjay,Education,SECTOR
Bytedance,Consumer,SECTOR
Pagarbook,HR,SECTOR
Katerra,Construction,SECTOR
Lambda School,Education,SECTOR
Patreon,Media,SECTOR
New Relic,Infrastructure,SECTOR
HuffPo,Media,SECTOR
Ninjacart,Food,SECTOR
Bounce,Transportation,SECTOR
ThredUp,Retail,SECTOR
Indigo,Other,SECTOR
Limelight,Recruiting,SECTOR
Quandoo,Food,SECTOR
Hubba,Retail,SECTOR
Bytedance,Consumer,SECTOR
Privitar,Data,SECTOR
Shutterfly,Retail,SECTOR
Postmates,Food,SECTOR
Instacart,Food,SECTOR
Pocketmath,Marketing,SECTOR
Dropbox,Other,SECTOR
WhiteHat Jr,Education,SECTOR
Pulse Secure,Security,SECTOR
Breather,Real Estate,SECTOR
Actifio,Data,SECTOR
OYO,Travel,SECTOR
Aya,Finance,SECTOR
Bridge Connector,Healthcare,SECTOR
Tidepool,Healthcare,SECTOR
Worksmith,Retail,SECTOR
LivePerson,Support,SECTOR
Remedy,Healthcare,SECTOR
Knotel,Real Estate,SECTOR
CodeCombat,Education,SECTOR
GetYourGuide,Travel,SECTOR
OLX India,Marketing,SECTOR
Alto Pharmacy,Healthcare,SECTOR
NS8,Data,SECTOR
Bleacher Report,Media,SECTOR
Waze,Transportation,SECTOR
Big Fish Games,Media,SECTOR
GoBear,Finance,SECTOR
MakeMyTrip,Travel,SECTOR
Salesforce,Sales,SECTOR
Superloop,Infrastructure,SECTOR
Docly,Healthcare,SECTOR
Shopify,Retail,SECTOR
Mozilla,Consumer,SECTOR
Eatsy,Food,SECTOR
Glossier,Retail,SECTOR
Thriver,Food,SECTOR
Vesta,Sales,SECTOR
Booking.com,Travel,SECTOR
Buy.com / Rakuten,Retail,SECTOR
Procore,Construction,SECTOR
Swiggy,Food,SECTOR
Zeitgold,Finance,SECTOR
Checkr,HR,SECTOR
LinkedIn,Recruiting,SECTOR
Lighter Capital,Finance,SECTOR
Curefit,Fitness,SECTOR
Optimizely,Marketing,SECTOR
Skyscanner,Travel,SECTOR
Yelp,Consumer,SECTOR
Bizongo,Logistics,SECTOR
Zilingo,Retail,SECTOR
PaySense,Finance,SECTOR
Funding Circle,Finance,SECTOR
The Wing,Real Estate,SECTOR
Sharethrough,Marketing,SECTOR
Kongregate,Media,SECTOR
Havenly,Consumer,SECTOR
G2,Marketing,SECTOR
Katerra,Construction,SECTOR
Bounce,Transportation,SECTOR
Argo AI,Transportation,SECTOR
Bossa Nova,Retail,SECTOR
New Relic,Infrastructure,SECTOR
GoDaddy,Marketing,SECTOR
Sonos,Consumer,SECTOR
Gojek,Transportation,SECTOR
ScaleFactor,Finance,SECTOR
Dark,Product,SECTOR
Intuit,Finance,SECTOR
WeWork,Real Estate,SECTOR
Atlas Obscura ,Media,SECTOR
Navi,Finance,SECTOR
PaisaBazaar,Finance,SECTOR
Grab,Transportation,SECTOR
Splunk,Data,SECTOR
Redox,Healthcare,SECTOR
Uber,Transportation,SECTOR
SynapseFI,Finance,SECTOR
ScaleFocus,Infrastructure,SECTOR
Branch,Retail,SECTOR
Her Campus Media,Media,SECTOR
Integrate.ai,Support,SECTOR
The Athletic,Media,SECTOR
Ethos Life,Finance,SECTOR
Lastline,Security,SECTOR
Builder,Product,SECTOR
Monzo,Finance,SECTOR
Kitty Hawk,Aerospace,SECTOR
SpotHero,Transportation,SECTOR
Credit Sesame,Finance,SECTOR
Circ,Transportation,SECTOR
Rivian,Transportation,SECTOR
Fundbox,Finance,SECTOR
Descartes Labs,Data,SECTOR
MakerBot,Consumer,SECTOR
Stitch Fix,Retail,SECTOR
MakeMyTrip,Travel,SECTOR
CrowdStreet,Real Estate,SECTOR
Brex,Finance,SECTOR
Loftium,Real Estate,SECTOR
BookMyShow,Consumer,SECTOR
TrueCar,Transportation,SECTOR
StubHub,Consumer,SECTOR
Culture Amp,HR,SECTOR
The Sill,Retail,SECTOR
Instructure,Education,SECTOR
Ebanx,Finance,SECTOR
Uber,Transportation,SECTOR
Bluprint,Education,SECTOR
Acorns,Finance,SECTOR
CarDekho,Transportation,SECTOR
Teamwork,Other,SECTOR
Cvent,Marketing,SECTOR
PickYourTrail,Travel,SECTOR
Glitch,Product,SECTOR
Ola,Transportation,SECTOR
Samsara,Logistics,SECTOR
Stay Alfred,Travel,SECTOR
SoFi,Finance,SECTOR
ShareChat,Marketing,SECTOR
Intercom,Support,SECTOR
Livspace,Retail,SECTOR
Pollen,Travel,SECTOR
Dotscience,Product,SECTOR
Uber,Transportation,SECTOR
Agoda,Travel,SECTOR
Swiggy,Food,SECTOR
WeWork,Real Estate,SECTOR
Rubrik,Infrastructure,SECTOR
Intapp,Legal,SECTOR
Magicbricks,Real Estate,SECTOR
Zomato,Food,SECTOR
Lendingkart,Finance,SECTOR
Lattice,HR,SECTOR
Cruise,Transportation,SECTOR
Quartz,Media,SECTOR
Integral Ad Science,Marketing,SECTOR
Ridecell,Transportation,SECTOR
Veem,Finance,SECTOR
Deliv,Retail,SECTOR
Mercos,Sales,SECTOR
Kickstarter,Finance,SECTOR
Intersect,Product,SECTOR
Mode Analytics,Data,SECTOR
Stone,Finance,SECTOR
Zeus Living,Real Estate,SECTOR
Mixpanel,Data,SECTOR
Hireology,Recruiting,SECTOR
Top Hat,Education,SECTOR
Revolut,Finance,SECTOR
Cadre,Real Estate,SECTOR
N26,Finance,SECTOR
Jump,Transportation,SECTOR
Glassdoor,Recruiting,SECTOR
Numbrs,Finance,SECTOR
Flywire,Finance,SECTOR
SalesLoft,Sales,SECTOR
Tally,Finance,SECTOR
Uber,Transportation,SECTOR
Validity,Data,SECTOR
Flatiron School,Education,SECTOR
Rubicon Project,Marketing,SECTOR
Segment,Data,SECTOR
Airbnb,Travel,SECTOR
Juul,Consumer,SECTOR
Andela,Recruiting,SECTOR
Stack Overflow,Recruiting,SECTOR
Pipedrive,Sales,SECTOR
Workable,Recruiting,SECTOR
CureFit,Fitness,SECTOR
Careem,Transportation,SECTOR
Oriente,Finance,SECTOR
Veriff,Security,SECTOR
Element AI,Other,SECTOR
Deputy,HR,SECTOR
Loopio,Sales,SECTOR
Trax,Retail,SECTOR
LiveTiles,Other,SECTOR
OYO,Travel,SECTOR
Namely,HR,SECTOR
Culture Trip,Media,SECTOR
Sandbox VR,Consumer,SECTOR
Virtudent,Healthcare,SECTOR
Monese,Finance,SECTOR
TheSkimm,Media,SECTOR
Bullhorn,Sales,SECTOR
Care.com,Consumer,SECTOR
Lyft,Transportation,SECTOR
WeWork,Real Estate,SECTOR
Kayak / OpenTable,Travel,SECTOR
Kitopi,Food,SECTOR
Lime,Transportation,SECTOR
Transfix,Logistics,SECTOR
TripAdvisor,Travel,SECTOR
Renmoney,Finance,SECTOR
Deliveroo,Food,SECTOR
App Annie,Data,SECTOR
OpenX,Marketing,SECTOR
PayJoy,Finance,SECTOR
Shipsi,Retail,SECTOR
Automation Anywhere,Other,SECTOR
JetClosing,Real Estate,SECTOR
OYO,Travel,SECTOR
Stoqo,Food,SECTOR
Submittable,Other,SECTOR
Divergent 3D,Transportation,SECTOR
Ada Support,Support,SECTOR
UPshow,Marketing,SECTOR
Lighter Capital,Finance,SECTOR
Horizn Studios,Travel,SECTOR
Welkin Health,Healthcare,SECTOR
Jiobit,Consumer,SECTOR
TutorMundi,Education,SECTOR
StockX,Retail,SECTOR
Zenefits,HR,SECTOR
Sisense,Data,SECTOR
Oscar Health,Healthcare,SECTOR
Simon Data,Marketing,SECTOR
Magic Leap,Consumer,SECTOR
When I Work,HR,SECTOR
Ike,Transportation,SECTOR
Swiggy,Food,SECTOR
Paytm,Finance,SECTOR
Lending Club,Finance,SECTOR
Houzz,Consumer,SECTOR
Casper,Retail,SECTOR
RealSelf,Healthcare,SECTOR
Freshbooks,Finance,SECTOR
Patreon,Media,SECTOR
Lambda School,Education,SECTOR
Politico / Protocol,Media,SECTOR
Bringg,Logistics,SECTOR
Klook,Travel,SECTOR
ConsenSys,Crypto,SECTOR
GumGum,Marketing,SECTOR
Kueski,Finance,SECTOR
Movidesk,Support,SECTOR
Zum,Transportation,SECTOR
Komodo Health,Healthcare,SECTOR
Forward,Healthcare,SECTOR
BlackBuck,Logistics,SECTOR
ContaAzul,Education,SECTOR
Greenhouse Software,Recruiting,SECTOR
QuintoAndar,Real Estate,SECTOR
Loft,Real Estate,SECTOR
Zilingo,Retail,SECTOR
Labster,Education,SECTOR
Sweetgreen,Food,SECTOR
People.ai,Marketing,SECTOR
Tor,Security,SECTOR
CarGurus,Transportation,SECTOR
Funding Societies,Finance,SECTOR
CleverTap,Marketing,SECTOR
Opendoor,Real Estate,SECTOR
GoPro,Consumer,SECTOR
Shop101,Retail,SECTOR
Zume,Food,SECTOR
Carta,Finance,SECTOR
Akulaku,Finance,SECTOR
Parsable,HR,SECTOR
Kodiak Robotics,Transportation,SECTOR
Tulip Retail,Retail,SECTOR
Trove Recommerce,Retail,SECTOR
The RealReal,Retail,SECTOR
TouchBistro,Food,SECTOR
Envoy,HR,SECTOR
VSCO,Consumer,SECTOR
Skillz,Consumer,SECTOR
DataStax,Data,SECTOR
Xerpa,HR,SECTOR
Groupon,Retail,SECTOR
Zoox,Transportation,SECTOR
Neon,Finance,SECTOR
EasyPost,Logistics,SECTOR
Clearbanc,Finance,SECTOR
Meow Wolf,Media,SECTOR
Frontdesk,Travel,SECTOR
BeeTech,Finance,SECTOR
Built In,Recruiting,SECTOR
NuoDB,Data,SECTOR
Rhumbix,Construction,SECTOR
Atsu,Infrastructure,SECTOR
Geekwire,Media,SECTOR
Yelp,Consumer,SECTOR
Monzo,Finance,SECTOR
OneTrust,Legal,SECTOR
Omie,Finance,SECTOR
Domo,Data,SECTOR
Matterport,Data,SECTOR
Clinc,Support,SECTOR
Mejuri,Retail,SECTOR
Code42,Data,SECTOR
Lighthouse Labs,Education,SECTOR
LoopMe,Marketing,SECTOR
Eventbrite,Consumer,SECTOR
Meesho,Retail,SECTOR
Scoop,Transportation,SECTOR
Unison,Finance,SECTOR
Lever,Recruiting,SECTOR
Unbabel,Support,SECTOR
Button,Marketing,SECTOR
Eden / Managed By Q,Real Estate,SECTOR
Quantcast,Marketing,SECTOR
BVAccel,Marketing,SECTOR
VideoAmp,Marketing,SECTOR
Kenoby,Recruiting,SECTOR
Connected,Product,SECTOR
GetNinjas,Consumer,SECTOR
Spyce,Food,SECTOR
Toast,Food,SECTOR
ezCater,Food,SECTOR
Sage Therapeutics,Healthcare,SECTOR
Redfin,Real Estate,SECTOR
Branch Metrics,Marketing,SECTOR
Newfront Insurance,Finance,SECTOR
Ibotta,Retail,SECTOR
Virta Health,Healthcare,SECTOR
Away,Retail,SECTOR
MediaMath,Marketing,SECTOR
Group Nine Media,Media,SECTOR
Payfactors,HR,SECTOR
Nav,Finance,SECTOR
Metromile,Finance,SECTOR
Rock Content,Marketing,SECTOR
BounceX,Marketing,SECTOR
C6 Bank,Finance,SECTOR
Wordstream,Marketing,SECTOR
Cogito,Support,SECTOR
BusBud,Transportation,SECTOR
Borrowell,Finance,SECTOR
PerkSpot,HR,SECTOR
Astra,Aerospace,SECTOR
Iflix,Consumer,SECTOR
Gympass,Fitness,SECTOR
Sojern,Marketing,SECTOR
MaxMilhas,Travel,SECTOR
Minted,Retail,SECTOR
Velodyne Lidar,Transportation,SECTOR
Zoox,Transportation,SECTOR
Traveloka,Travel,SECTOR
Arrive Logistics,Logistics,SECTOR
Salsify,Retail,SECTOR
Jetty,Finance,SECTOR
D2iQ,Infrastructure,SECTOR
Bustle Digital Group,Media,SECTOR
Bustle Digital Group,Media,SECTOR
Opencare,Healthcare,SECTOR
Anagram,Healthcare,SECTOR
G/O Media Group,Media,SECTOR
DSCO,Retail,SECTOR
Tripbam,Travel,SECTOR
Avantage Entertainment,Media,SECTOR
MindBody,Fitness,SECTOR
Katerra,Construction,SECTOR
Ritual,Food,SECTOR
ClassPass,Fitness,SECTOR
eGym,Fitness,SECTOR
Voi,Transportation,SECTOR
Industrious,Real Estate,SECTOR
1stdibs,Retail,SECTOR
ThirdLove,Retail,SECTOR
Latch,Security,SECTOR
The Predictive Index,HR,SECTOR
Shuttl,Transportation,SECTOR
Jobcase,Recruiting,SECTOR
Copper,Marketing,SECTOR
Dynamic Signal,HR,SECTOR
FiscalNote,Media,SECTOR
Sauce Labs,Infrastructure,SECTOR
Humu,HR,SECTOR
TripleLift,Marketing,SECTOR
Coding Dojo,Education,SECTOR
Instamojo,Finance,SECTOR
Synergysuite,Food,SECTOR
Booksy,Consumer,SECTOR
Flymya,Travel,SECTOR
PatientPop,Healthcare,SECTOR
Showpad,Marketing,SECTOR
Highsnobiety,Media,SECTOR
Earnin,Finance,SECTOR
Wonolo,Recruiting,SECTOR
Acko,Finance,SECTOR
Moovel,Transportation,SECTOR
Aqua Security,Security,SECTOR
Crayon,Marketing,SECTOR
Pana,Travel,SECTOR
Sensibill,Finance,SECTOR
Usermind,Marketing,SECTOR
Incredible Health,Healthcare,SECTOR
KeepTruckin,Logistics,SECTOR
AdRoll,Marketing,SECTOR
Rover,Consumer,SECTOR
Turo,Transportation,SECTOR
uShip,Logistics,SECTOR
SkySlope,Real Estate,SECTOR
Siteimprove,Marketing,SECTOR
AngelList,Recruiting,SECTOR
Zenoti,Fitness,SECTOR
DialSource,Marketing,SECTOR
Thumbtack,Consumer,SECTOR
RigUp,Energy,SECTOR
FabHotels,Travel,SECTOR
Hibob,HR,SECTOR
PeerStreet,Finance,SECTOR
Maven,Media,SECTOR
Blume Global,Logistics,SECTOR
Catalant,Other,SECTOR
Starship Technologies,Transportation,SECTOR
Loftsmart,Real Estate,SECTOR
Caliva,Retail,SECTOR
Iris Nova,Food,SECTOR
ZipRecruiter,Recruiting,SECTOR
Amplero,Marketing,SECTOR
Polarr,Consumer,SECTOR
TravelTriangle,Travel,SECTOR
WeWork,Real Estate,SECTOR
OneWeb,Aerospace,SECTOR
Bird,Transportation,SECTOR
HOOQ,Consumer,SECTOR
Everlane,Retail,SECTOR
DataRobot,Data,SECTOR
Restaurant365,Food,SECTOR
Blueground,Real Estate,SECTOR
Knotel,Real Estate,SECTOR
Getaround,Transportation,SECTOR
Zipcar,Transportation,SECTOR
Mogo,Finance,SECTOR
DISCO,Legal,SECTOR
Raken,Construction,SECTOR
Bench,Finance,SECTOR
Loft,Real Estate,SECTOR
Oh My Green,Food,SECTOR
Bevi,Food,SECTOR
Textio,Recruiting,SECTOR
Opal,Marketing,SECTOR
ThirdLove,Retail,SECTOR
B8ta,Retail,SECTOR
Fareportal,Travel,SECTOR
Puppet,Infrastructure,SECTOR
Ecobee,Energy,SECTOR
Passport,Transportation,SECTOR
Peerspace,Real Estate,SECTOR
GoSpotCheck,Retail,SECTOR
Consider.co,Other,SECTOR
TripActions,Travel,SECTOR
Lyric,Real Estate,SECTOR
Rangle,Product,SECTOR
O'Reilly Media,Media,SECTOR
WanderJaunt,Travel,SECTOR
OutboundEngine,Marketing,SECTOR
Wonderschool,Education,SECTOR
Overtime,Media,SECTOR
Jama,Product,SECTOR
Element Analytics,Data,SECTOR
Sonder,Travel,SECTOR
Takl,Consumer,SECTOR
Foodsby,Food,SECTOR
Zeus Living,Real Estate,SECTOR
TravelBank,Travel,SECTOR
Compass,Real Estate,SECTOR
Convene,Real Estate,SECTOR
Leafly,Retail,SECTOR
The Guild,Travel,SECTOR
Drip,Marketing,SECTOR
GrayMeta,Data,SECTOR
Triplebyte,Recruiting,SECTOR
Ladder Life,Finance,SECTOR
Flywheel Sports,Fitness,SECTOR
Peek,Travel,SECTOR
CTO.ai,Infrastructure,SECTOR
Yonder,Media,SECTOR
Bounce,Transportation,SECTOR
Ejento,Recruiting,SECTOR
Remote Year,Travel,SECTOR
Lola,Travel,SECTOR
Flytedesk,Marketing,SECTOR
Inspirato,Travel,SECTOR
Help.com,Support,SECTOR
HopSkipDrive,Transportation,SECTOR
Panda Squad,Consumer,SECTOR
Tamara Mellon,Retail,SECTOR
EasyPost,Logistics,SECTOR
Blackbaud,Other,SECTOR
